,0
692,0.2604599
693,0.265214
694,0.26792
695,0.2695069
696,0.2717388
697,0.2766455
698,0.2839932
699,0.2932048
700,0.3026183
701,0.3116684
702,0.3206233
703,0.3291932
704,0.336686
705,0.3416557
706,0.3421574
707,0.3386279
708,0.3332561
709,0.3274174
710,0.3218337
711,0.3171416
712,0.3138904
713,0.31201
714,0.310973
715,0.3108714
716,0.3122524
717,0.3163536
718,0.3248734
719,0.3380793
720,0.3551641
721,0.3737641
722,0.3904543
723,0.4036399
724,0.4131471
725,0.420289
726,0.4274345
727,0.4354678
728,0.4441405
729,0.4549866
730,0.4680898
731,0.4818138
732,0.4948895
733,0.5064919
734,0.5161583
735,0.5251371
736,0.5358956
737,0.549069
738,0.5660846
739,0.5820363
740,0.5928061
741,0.5973608
742,0.5969088
743,0.5933533
744,0.5890396
745,0.5861242
746,0.586538
747,0.5904824
748,0.5968652
749,0.6044515
750,0.6119463
751,0.6183565
752,0.6229519
753,0.6246745
754,0.6222675
755,0.6160892
756,0.6076852
757,0.5981932
758,0.58841
759,0.5785397
760,0.5683413
761,0.5570974
762,0.5437667
763,0.5282196
764,0.5110112
765,0.4924558
766,0.4733893
767,0.4542524
768,0.4352523
769,0.4178445
770,0.4039962
771,0.3942672
772,0.3881522
773,0.3850299
774,0.3842163
775,0.3847068
776,0.3852965
777,0.3855706
778,0.3857175
779,0.3867415
780,0.3902139
781,0.3971247
782,0.4079913
783,0.4213259
784,0.4342092
785,0.4441681
786,0.4491572
787,0.44867
788,0.4433632
789,0.434725
790,0.424808
791,0.4154485
792,0.408255
793,0.4026319
794,0.3963744
795,0.3877156
796,0.375282
797,0.3598109
798,0.3435777
799,0.328119
800,0.3143655
801,0.3024449
802,0.2918862
803,0.2820109
804,0.2720142
805,0.261167
806,0.251178
807,0.2439943
808,0.2393503
809,0.2361849
810,0.2328866
811,0.2281363
812,0.2208828
813,0.2103041
814,0.1957827
815,0.1776257
816,0.1568163
817,0.1353592
818,0.115939
819,0.09934498
820,0.08493114
821,0.07244624
822,0.06193964
823,0.05299229
824,0.04485276
825,0.03637025
826,0.02614255
827,0.01377518
828,-0.0003629399
829,-0.01642812
830,-0.03495758
831,-0.0552715
832,-0.07581332
833,-0.09478632
834,-0.1102865
835,-0.1216852
836,-0.1293256
837,-0.1336042
838,-0.1349438
839,-0.1341865
840,-0.1324541
841,-0.1307027
842,-0.1297287
843,-0.1296644
844,-0.1301444
845,-0.1292856
846,-0.124155
847,-0.1147624
848,-0.1033014
849,-0.09215449
850,-0.08375189
851,-0.07902013
852,-0.07773306
853,-0.08050799
854,-0.08855984
855,-0.1022789
856,-0.1214245
857,-0.1436371
858,-0.1650757
859,-0.1829969
860,-0.1955788
861,-0.2026255
862,-0.2051591
863,-0.2048593
864,-0.2038311
865,-0.2022448
866,-0.1988315
867,-0.1924034
868,-0.1805036
869,-0.1639972
870,-0.1466721
871,-0.13051
872,-0.1150054
873,-0.1012202
874,-0.09033161
875,-0.08308975
876,-0.07989644
877,-0.08084824
878,-0.08580752
879,-0.09401962
880,-0.1042984
881,-0.1147479
882,-0.1230186
883,-0.1283822
884,-0.1313406
885,-0.1331113
886,-0.1353956
887,-0.1382617
888,-0.1405652
889,-0.1414259
890,-0.1401945
891,-0.138431
892,-0.1368614
893,-0.1354397
894,-0.1350352
895,-0.1364219
896,-0.1402719
897,-0.1461646
898,-0.1528859
899,-0.1585239
900,-0.1607251
901,-0.1599918
902,-0.158924
903,-0.1586896
904,-0.1593498
905,-0.1603531
906,-0.1607161
907,-0.1598164
908,-0.157325
909,-0.1534515
910,-0.148798
911,-0.1438246
912,-0.1388687
913,-0.1341514
914,-0.1297989
915,-0.1264785
916,-0.1252318
917,-0.126142
918,-0.1285769
919,-0.1318484
920,-0.135253
921,-0.1386558
922,-0.1423487
923,-0.1458352
924,-0.148536
925,-0.1509684
926,-0.1526363
927,-0.1538769
928,-0.1556321
929,-0.1581577
930,-0.1611911
931,-0.1645143
932,-0.1670056
933,-0.1685614
934,-0.1673884
935,-0.1632048
936,-0.1568987
937,-0.1493433
938,-0.1413689
939,-0.1341625
940,-0.1291294
941,-0.1263371
942,-0.1248579
943,-0.1239649
944,-0.123108
945,-0.1217834
946,-0.1195422
947,-0.1163899
948,-0.1126691
949,-0.1099242
950,-0.1105295
951,-0.1146497
952,-0.1208043
953,-0.1279612
954,-0.1354595
955,-0.1440296
956,-0.1554029
957,-0.1695277
958,-0.1850311
959,-0.1998318
960,-0.2114042
961,-0.2192354
962,-0.2243259
963,-0.2277045
964,-0.2303831
965,-0.2327093
966,-0.2345263
967,-0.235639
968,-0.2358324
969,-0.2341741
970,-0.2292386
971,-0.2207472
972,-0.2092845
973,-0.1964805
974,-0.1846768
975,-0.1752861
976,-0.1689759
977,-0.1660399
978,-0.1664805
979,-0.1685952
980,-0.169482
981,-0.1689238
982,-0.1687016
983,-0.1697884
984,-0.1725203
985,-0.1758219
986,-0.1776131
987,-0.1776356
988,-0.1769924
989,-0.1767174
990,-0.1777533
991,-0.1797687
992,-0.1815001
993,-0.1817307
994,-0.1793258
995,-0.1745948
996,-0.1689065
997,-0.1645208
998,-0.1642693
999,-0.1681761
1000,-0.174181
1001,-0.1804354
1002,-0.1853167
1003,-0.1884853
1004,-0.1920098
1005,-0.1961718
1006,-0.1987021
1007,-0.1986176
1008,-0.1959272
1009,-0.1911758
1010,-0.1852855
1011,-0.179142
1012,-0.1735696
1013,-0.1680246
1014,-0.1609711
1015,-0.1522564
1016,-0.1427597
1017,-0.1339579
1018,-0.1277129
1019,-0.1241309
1020,-0.1220108
1021,-0.1204521
1022,-0.1188108
1023,-0.1162091
1024,-0.1116311
1025,-0.1049424
1026,-0.09666895
1027,-0.08659799
1028,-0.07397978
1029,-0.06020493
1030,-0.04761894
1031,-0.03534867
1032,-0.02424401
1033,-0.01428766
1034,-0.004819484
1035,0.004056616
1036,0.01167592
1037,0.01914367
1038,0.0288338
1039,0.04126547
1040,0.05556109
1041,0.07026494
1042,0.08354902
1043,0.09375712
1044,0.09942659
1045,0.1011218
1046,0.1008919
1047,0.09890432
1048,0.09392884
1049,0.08592256
1050,0.07572599
1051,0.06413289
1052,0.05187339
1053,0.04027627
1054,0.03106242
1055,0.02419673
1056,0.01834239
1057,0.01280343
1058,0.007385381
1059,0.0003880295
1060,-0.008048768
1061,-0.01637462
1062,-0.02428765
1063,-0.03168965
1064,-0.03863832
1065,-0.04537163
1066,-0.0522522
1067,-0.05943482
1068,-0.06691402
1069,-0.07459822
1070,-0.08233537
1071,-0.08976605
1072,-0.09639141
1073,-0.1007366
1074,-0.100663
1075,-0.09645192
1076,-0.09017023
1077,-0.08326028
1078,-0.07664711
1079,-0.07080717
1080,-0.06586557
1081,-0.06132179
1082,-0.05623104
1083,-0.0503923
1084,-0.04416412
1085,-0.038378
1086,-0.03418352
1087,-0.03278132
1088,-0.03536099
1089,-0.04113292
1090,-0.04786925
1091,-0.05423609
1092,-0.05961372
1093,-0.06488533
1094,-0.07201327
1095,-0.08147835
1096,-0.09264331
1097,-0.1043178
1098,-0.1141242
1099,-0.1210491
1100,-0.1274896
1101,-0.1356463
1102,-0.1432612
1103,-0.1495316
1104,-0.1525793
1105,-0.1521404
1106,-0.1491608
1107,-0.145723
1108,-0.1446727
1109,-0.1467372
1110,-0.1510455
1111,-0.1567331
1112,-0.1629727
1113,-0.1705702
1114,-0.1815086
1115,-0.1937015
1116,-0.2089512
1117,-0.2261082
1118,-0.2430236
1119,-0.2581242
1120,-0.2703259
1121,-0.2789467
1122,-0.2836315
1123,-0.2854108
1124,-0.2863037
1125,-0.2885644
1126,-0.2945357
1127,-0.3036143
1128,-0.3130353
1129,-0.3218807
1130,-0.3306341
1131,-0.3391504
1132,-0.3468237
1133,-0.3538376
1134,-0.3609526
1135,-0.3671827
1136,-0.3702878
1137,-0.3688211
1138,-0.3619829
1139,-0.3499264
1140,-0.3335089
1141,-0.3139627
1142,-0.2927548
1143,-0.2709297
1144,-0.2491784
1145,-0.2287747
1146,-0.2113739
1147,-0.1981154
1148,-0.1897097
1149,-0.1857014
1150,-0.1847868
1151,-0.1860989
1152,-0.1891263
1153,-0.1933412
1154,-0.198223
1155,-0.2034834
1156,-0.2090171
1157,-0.2145475
1158,-0.2196839
1159,-0.223034
1160,-0.2225211
1161,-0.2178317
1162,-0.209978
1163,-0.2009012
1164,-0.1931625
1165,-0.1874275
1166,-0.1829344
1167,-0.1783556
1168,-0.1719967
1169,-0.1643334
1170,-0.1574306
1171,-0.1530552
1172,-0.1526822
1173,-0.1555164
1174,-0.1591094
1175,-0.1620578
1176,-0.1637838
1177,-0.1634985
1178,-0.1602883
1179,-0.1548595
1180,-0.1490931
1181,-0.1438194
1182,-0.1390573
1183,-0.1341982
1184,-0.1281911
1185,-0.1217297
1186,-0.1167727
1187,-0.1134738
1188,-0.1106422
1189,-0.1079884
1190,-0.1059014
1191,-0.104057
1192,-0.1016153
1193,-0.09849678
1194,-0.09518889
1195,-0.0920535
1196,-0.08934484
1197,-0.08783858
1198,-0.08866485
1199,-0.09270761
1200,-0.1006315
1201,-0.1102355
1202,-0.1172794
1203,-0.1202785
1204,-0.1198491
1205,-0.1174776
1206,-0.1152383
1207,-0.1134216
1208,-0.1109854
1209,-0.1079034
1210,-0.1049042
1211,-0.1024754
1212,-0.1009073
1213,-0.09958908
1214,-0.09726702
1215,-0.09327219
1216,-0.08739523
1217,-0.07944953
1218,-0.06927291
1219,-0.05744471
1220,-0.04507239
1221,-0.0334984
1222,-0.02418605
1223,-0.01788956
1224,-0.01480583
1225,-0.01443902
1226,-0.01579853
1227,-0.01788836
1228,-0.01974694
1229,-0.02028271
1230,-0.018352
1231,-0.013241
1232,-0.004585336
1233,0.005713224
1234,0.01552312
1235,0.0258
1236,0.03642499
1237,0.04742542
1238,0.05893697
1239,0.07197453
1240,0.08728511
1241,0.1031127
1242,0.11609
1243,0.1251117
1244,0.1307925
1245,0.1336611
1246,0.1341638
1247,0.1333987
1248,0.1329046
1249,0.1346745
1250,0.1363156
1251,0.1372447
1252,0.1378059
1253,0.1381049
1254,0.1380678
1255,0.1383666
1256,0.1402
1257,0.1431819
1258,0.1457665
1259,0.147116
1260,0.1469502
1261,0.1445113
1262,0.1387195
1263,0.128993
1264,0.1151455
1265,0.09829427
1266,0.07995029
1267,0.06096373
1268,0.04672499
1269,0.03802554
1270,0.03390839
1271,0.03298915
1272,0.03361758
1273,0.03451761
1274,0.03473873
1275,0.03357869
1276,0.03054728
1277,0.02651482
1278,0.02332666
1279,0.02165001
1280,0.02125256
1281,0.02174162
1282,0.02262024
1283,0.02390887
1284,0.02601014
1285,0.02809986
1286,0.02847704
1287,0.02786057
1288,0.02873475
1289,0.03132669
1290,0.03418141
1291,0.03664723
1292,0.03869279
1293,0.04064933
1294,0.04310385
1295,0.04547564
1296,0.04634178
1297,0.04513764
1298,0.04195833
1299,0.03691614
1300,0.03013371
1301,0.02131282
1302,0.00985733
1303,-0.002969186
1304,-0.01457282
1305,-0.02301046
1306,-0.02689883
1307,-0.0260625
1308,-0.02123162
1309,-0.01415405
1310,-0.00726597
1311,-0.002397312
1312,-0.0008564075
1313,-0.002401395
1314,-0.00564857
1315,-0.008471479
1316,-0.008275902
1317,-0.00545928
1318,-0.002621932
1319,-0.0009223146
1320,-0.0004053222
1321,-0.000263435
1322,0.0009113909
1323,0.003632621
1324,0.007729497
1325,0.01302996
1326,0.01721423
1327,0.01938164
1328,0.02018629
1329,0.02081368
1330,0.02279796
1331,0.02671716
1332,0.03241799
1333,0.039287
1334,0.04639202
1335,0.05289907
1336,0.05807926
1337,0.06138202
1338,0.06241205
1339,0.06241965
1340,0.06382694
1341,0.06749924
1342,0.07311317
1343,0.07993972
1344,0.08697593
1345,0.09341685
1346,0.09863531
1347,0.1016502
1348,0.1012578
1349,0.09774315
1350,0.09248492
1351,0.08666353
1352,0.0812678
1353,0.0753044
1354,0.06635198
1355,0.0544678
1356,0.04154662
1357,0.02856398
1358,0.01577776
1359,0.003836285
1360,-0.006348846
1361,-0.01487192
1362,-0.02256991
1363,-0.0287945
1364,-0.03182383
1365,-0.03068506
1366,-0.02500186
1367,-0.01736118
1368,-0.01244738
1369,-0.01163407
1370,-0.01378641
1371,-0.01760772
1372,-0.02172953
1373,-0.02579837
1374,-0.03022517
1375,-0.03423584
1376,-0.03620744
1377,-0.03589828
1378,-0.03410075
1379,-0.03180967
1380,-0.03013221
1381,-0.02913416
1382,-0.02810748
1383,-0.0262755
1384,-0.02284145
1385,-0.01717567
1386,-0.008799218
1387,0.001406296
1388,0.01130902
1389,0.01812044
1390,0.02463987
1391,0.03049432
1392,0.03485131
1393,0.03594838
1394,0.03128562
1395,0.02505495
1396,0.02055167
1397,0.01980754
1398,0.02383722
1399,0.03178547
1400,0.04144222
1401,0.05057092
1402,0.05700195
1403,0.06010231
1404,0.06040426
1405,0.05853593
1406,0.05517505
1407,0.0508154
1408,0.04579639
1409,0.04004118
1410,0.03316788
1411,0.02496465
1412,0.01535499
1413,0.0044505
1414,-0.007501141
1415,-0.0205345
1416,-0.03489078
1417,-0.04958119
1418,-0.06274343
1419,-0.07452757
1420,-0.08656942
1421,-0.09875537
1422,-0.1096802
1423,-0.1183786
1424,-0.1215887
1425,-0.1190107
1426,-0.1119256
1427,-0.1017587
1428,-0.08999011
1429,-0.07737867
1430,-0.06412096
1431,-0.05069499
1432,-0.03776933
1433,-0.02585213
1434,-0.01308866
1435,0.0007352984
1436,0.01444483
1437,0.0269272
1438,0.03716058
1439,0.04508112
1440,0.05133991
1441,0.05739991
1442,0.06310058
1443,0.07123917
1444,0.08060788
1445,0.08977434
1446,0.09719457
1447,0.1010675
1448,0.09947401
1449,0.09113086
1450,0.07528211
1451,0.05282474
1452,0.02585291
1453,-0.002476963
1454,-0.02834141
1455,-0.05028373
1456,-0.06865934
1457,-0.0844677
1458,-0.09914824
1459,-0.1127018
1460,-0.1240641
1461,-0.1318159
1462,-0.1362962
1463,-0.1389142
1464,-0.1377303
1465,-0.1344765
1466,-0.1308765
1467,-0.1278174
1468,-0.1256353
1469,-0.123254
1470,-0.1185931
1471,-0.1105762
1472,-0.09891482
1473,-0.08428179
1474,-0.06803937
1475,-0.05134581
1476,-0.03516451
1477,-0.02086437
1478,-0.01006029
1479,-0.003565232
1480,-0.001385322
1481,-0.000849193
1482,0.00165476
1483,0.007190388
1484,0.01489068
1485,0.02397693
1486,0.03376443
1487,0.04412075
1488,0.0545517
1489,0.0651649
1490,0.07548165
1491,0.08414742
1492,0.08939099
1493,0.09146392
1494,0.09210744
1495,0.09207994
1496,0.09138357
1497,0.09089654
1498,0.09211269
1499,0.09576676
1500,0.1020009
1501,0.1101145
1502,0.1188078
1503,0.1272736
1504,0.1351009
1505,0.1425281
1506,0.1502656
1507,0.1582697
1508,0.1659396
1509,0.1729549
1510,0.1792159
1511,0.1847331
1512,0.1895986
1513,0.1941551
1514,0.1989166
1515,0.2034645
1516,0.2067048
1517,0.2082622
1518,0.2083105
1519,0.207238
1520,0.2055788
1521,0.2045092
1522,0.2056367
1523,0.2093863
1524,0.2152885
1525,0.2218082
1526,0.2266788
1527,0.2290349
1528,0.2290849
1529,0.2291853
1530,0.2331927
1531,0.2413213
1532,0.2510765
1533,0.2594872
1534,0.263344
1535,0.2623401
1536,0.2583336
1537,0.2526343
1538,0.2460974
1539,0.2387741
1540,0.2301176
1541,0.2199957
1542,0.2085898
1543,0.1962492
1544,0.1834352
1545,0.1697535
1546,0.1541922
1547,0.1377793
1548,0.1230138
1549,0.1113957
1550,0.1036242
1551,0.09796044
1552,0.0889738
1553,0.07786777
1554,0.06722123
1555,0.05758789
1556,0.04834093
1557,0.03935262
1558,0.03086906
1559,0.02387029
1560,0.0198404
1561,0.02009624
1562,0.02577601
1563,0.03613932
1564,0.04907876
1565,0.06158787
1566,0.07011084
1567,0.07198802
1568,0.06533234
1569,0.05052444
1570,0.02961757
1571,0.005064101
1572,-0.02047861
1573,-0.04542215
1574,-0.06903093
1575,-0.09048454
1576,-0.1089332
1577,-0.1232409
1578,-0.1321078
1579,-0.1359138
1580,-0.1362737
1581,-0.1348853
1582,-0.1334456
1583,-0.1323672
1584,-0.1310944
1585,-0.1283624
1586,-0.1224297
1587,-0.1128462
1588,-0.100138
1589,-0.08580957
1590,-0.072033
1591,-0.06050287
1592,-0.05249236
1593,-0.04779513
1594,-0.04511401
1595,-0.04489589
1596,-0.04842257
1597,-0.05451538
1598,-0.06159986
1599,-0.0701112
1600,-0.07797282
